UBICACIÓN / LOCATION,IMAGEN PLANO,DESARROLLO / DEVELOPMENT,UNIDAD / UNIT,RECAMARAS / BEDROOMS,M2,SQFT,PRECIO DE LISTA / PRICE LIST,DESCUENTO / DISCOUNT %,DESCUENTO / DISCOUNT $,PRECIO FINAL / FINAL PRICE,COTIZAR,OPCION 1,ENGANCHE,MONTO,SALDO,PRECIO ,DESCUENTO TOTAL,OPCION 2,ENGANCHE1,MONTO1,SALDO1,PRECIO1,DESCUENTO TOTAL1,OPCION 3,ENGANCHE2,MONTO2,SALDO2,PRECIO2,DESCUENTO TOTAL2,OPCION 4,ENGANCHE3,MONTO3,6 MESES 10%,12 MESES 10%,SALDO3,PRECIO3,DESCUENTO TOTAL3,OPCION 5,ENGANCHE4,MONTO4,6 MESES 10%1,12 MESES 10%1,SALDO4,PRECIO4,DESCUENTO TOTAL4,OPCION 6,ENGANCHE5,MONTO5,SALDO5,PRECIO5,DESCUENTO TOTAL5,PRECIO6,OPCION 7,ENGANCHE6,MONTO6,A FINANCIAR,MONTO TOTAL A PAGAR,TASA,PLAZO,PAGO MENSUAL,ENGANCHE7,MONTO7,SALDO7,PRECIO7,DESCUENTO TOTAL7,TC PREVENTA,TC TERMINADO,PRECIO DE LISTA / PRICE LIST MXN,DESCUENTO / DISCOUNT % MXN,DESCUENTO / DISCOUNT $ MXN,PRECIO FINAL / FINAL PRICE MXN,TC CAD,PRECIO DE LISTA / PRICE LIST CAD,DESCUENTO / DISCOUNT % CAD,DESCUENTO / DISCOUNT $ CAD,PRECIO FINAL / FINAL PRICE CAD,,DESARROLLO / DEVELOPMENT,UNIDAD / UNIT,RECAMARAS / BEDROOMS,M2,SQFT,PRECIO DE LISTA / PRICE LIST,DESCUENTO / DISCOUNT %,DESCUENTO / DISCOUNT $,PRECIO FINAL / FINAL PRICE,,,BAJA ,MEDIO ,ALTA ,FIESTAS ,,,BAJA ,MEDIO ,ALTA,FIESTAS ,,INGRESO BRUTO,30% ADMIN,GASTOS GENERALES,MANTENIMIENTO,PREDIAL,RETORNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_3098a6b713ea4f8382438b0a5a14720f~mv2.jpg,SOLAR MT,229,STUDIO,28,304,183885,,0,183885,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,55166,18389,18389,91943,183885,,Forma de pago / Payment plan 2,50%,88265,17653,17653,52959,176530,7355,Forma de pago / Payment plan 3,80%,139753,34938,174691,9194,,,,,,,,,,50%,91943,91943,180207,3678,22,,4045470,0,0,4045470,15,278998,0%,0,278998,,SOLAR MT,229,STUDIO,28,304,"$183,885",,,"$183,885",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,176.00",$183.89,5.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_8895afc85959415788ac410864827c0b~mv2.jpg,SOLAR MT,230,STUDIO,33,360,236614,,0,236614,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,70984,23661,23661,118307,236614,,Forma de pago / Payment plan 2,50%,113575,22715,22715,68145,227149,9465,Forma de pago / Payment plan 3,80%,179826,44957,224783,11831,,,,,,,,,,50%,118307,118307,231881,4732,22,,5205499,0,0,5205499,15,359000,0%,0,359000,,SOLAR MT,230,STUDIO,33,360,"$236,614",,,"$236,614",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,386.00",$236.61,3.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_329fb72832f94951a565bbcc0d610593~mv2.jpg,SOLAR MT,231,STUDIO,30,322,194415,,0,194415,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,58325,19442,19442,97208,194415,,Forma de pago / Payment plan 2,50%,93319,18664,18664,55992,186638,7777,Forma de pago / Payment plan 3,80%,147755,36939,184694,9721,,,,,,,,,,50%,97208,97208,190527,3888,22,,4277130,0,0,4277130,15,294974,0%,0,294974,,SOLAR MT,231,STUDIO,30,322,"$194,415",,,"$194,415",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,260.00",$194.42,4.68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_976e871931a94a688b5911422f627b29~mv2.jpg,SOLAR MT,232,STUDIO,36,384,252898,,0,252898,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,75869,25290,25290,126449,252898,,Forma de pago / Payment plan 2,50%,121391,24278,24278,72835,242782,10116,Forma de pago / Payment plan 3,80%,192202,48051,240253,12645,,,,,,,,,,50%,126449,126449,247840,5058,22,,5563747,0,0,5563747,15,383707,0%,0,383707,,SOLAR MT,232,STUDIO,36,384,"$252,898",,,"$252,898",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,512.00",$252.90,3.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_4a6d01250f3b496898de38fef4ea2b51~mv2.jpg,SOLAR MT,301,STUDIO,33,360,223580,,0,223580,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,67074,22358,22358,111790,223580,,Forma de pago / Payment plan 2,50%,107318,21464,21464,64391,214637,8943,Forma de pago / Payment plan 3,80%,169921,42480,212401,11179,,,,,,,,,,50%,111790,111790,219108,4472,22,,4918756,0,0,4918756,15,339225,0%,0,339225,,SOLAR MT,301,STUDIO,33,360,"$223,580",,,"$223,580",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,386.00",$223.58,4.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_20b92979a13c483ba133e395c1fbb67c~mv2.jpg,SOLAR MT,302,STUDIO,33,360,223580,,0,223580,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,67074,22358,22358,111790,223580,,Forma de pago / Payment plan 2,50%,107318,21464,21464,64391,214637,8943,Forma de pago / Payment plan 3,80%,169921,42480,212401,11179,,,,,,,,,,50%,111790,111790,219108,4472,22,,4918756,0,0,4918756,15,339225,0%,0,339225,,SOLAR MT,302,STUDIO,33,360,"$223,580",,,"$223,580",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,386.00",$223.58,4.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_821cbeace0a246df9ba883101acbbe00~mv2.jpg,SOLAR MT,303,STUDIO,33,350,217693,,0,217693,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,65308,21769,21769,108846,217693,,Forma de pago / Payment plan 2,50%,104492,20898,20898,62695,208985,8708,Forma de pago / Payment plan 3,80%,165446,41362,206808,10885,,,,,,,,,,50%,108846,108846,213339,4354,22,,4789237,0,0,4789237,15,330292,0%,0,330292,,SOLAR MT,303,STUDIO,33,350,"$217,693",,,"$217,693",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,386.00",$217.69,4.12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_b0e824d647d143ad8c89c09705024ab3~mv2.jpg,SOLAR MT,304,1 RECAMARA,81,873,580151,5%,29008,551143,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,165343,55114,55114,275572,551143,,Forma de pago / Payment plan 2,50%,263969,52794,52794,158381,527937,23206,Forma de pago / Payment plan 3,80%,418869,104717,523586,29008,,,,,,,,,,50%,275572,275572,540121,11023,22,,12763322,638166,0,12125156,15,880229,5%,44011,836218,,SOLAR MT,304,1 RECAMARA,81,873,"$580,151",5%,"$29,008","$551,143",,,$90,$130,$150,$200,,,,,,,,"$31,416.00","$9,424.80","$3,000.00","$3,402.00",$551.14,2.73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_e0d8fb051f2b4bc0b1e94353d20aebf9~mv2.jpg,SOLAR MT,305,STUDIO,32,345,210955,,0,210955,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,63286,21095,21095,105477,210955,,Forma de pago / Payment plan 2,50%,101258,20252,20252,60755,202517,8438,Forma de pago / Payment plan 3,80%,160326,40081,200407,10548,,,,,,,,,,50%,105477,105477,206736,4219,22,,4641006,0,0,4641006,15,320069,0%,0,320069,,SOLAR MT,305,STUDIO,32,345,"$210,955",,,"$210,955",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,344.00",$210.95,4.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_cefd378c24f1427287235ce1fd97f3e1~mv2.jpg,SOLAR MT,306,STUDIO,33,360,223580,,0,223580,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,67074,22358,22358,111790,223580,,Forma de pago / Payment plan 2,50%,107318,21464,21464,64391,214637,8943,Forma de pago / Payment plan 3,80%,169921,42480,212401,11179,,,,,,,,,,50%,111790,111790,219108,4472,22,,4918756,0,0,4918756,15,339225,0%,0,339225,,SOLAR MT,306,STUDIO,33,360,"$223,580",,,"$223,580",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,386.00",$223.58,4.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_9ed01a6188824fe4947fb23ac4a3e4fe~mv2.jpg,SOLAR MT,308,STUDIO,33,360,223580,,0,223580,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,67074,22358,22358,111790,223580,,Forma de pago / Payment plan 2,50%,107318,21464,21464,64391,214637,8943,Forma de pago / Payment plan 3,80%,169921,42480,212401,11179,,,,,,,,,,50%,111790,111790,219108,4472,22,,4918756,0,0,4918756,15,339225,0%,0,339225,,SOLAR MT,308,STUDIO,33,360,"$223,580",,,"$223,580",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,386.00",$223.58,4.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_439fd6761b0543b48e83a039416a7ae2~mv2.jpg,SOLAR MT,310,STUDIO,33,360,223580,,0,223580,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,67074,22358,22358,111790,223580,,Forma de pago / Payment plan 2,50%,107318,21464,21464,64391,214637,8943,Forma de pago / Payment plan 3,80%,169921,42480,212401,11179,,,,,,,,,,50%,111790,111790,219108,4472,22,,4918756,0,0,4918756,15,339225,0%,0,339225,,SOLAR MT,310,STUDIO,33,360,"$223,580",,,"$223,580",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,386.00",$223.58,4.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_aa76f6ff0db04332bb3df8ca2fa2c0f2~mv2.jpg,SOLAR MT,311,STUDIO,28,304,186148,,0,186148,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,55844,18615,18615,93074,186148,,Forma de pago / Payment plan 2,50%,89351,17870,17870,53611,178702,7446,Forma de pago / Payment plan 3,80%,141473,35368,176841,9307,,,,,,,,,,50%,93074,93074,182425,3723,22,,4095260,0,0,4095260,15,282432,0%,0,282432,,SOLAR MT,311,STUDIO,28,304,"$186,148",,,"$186,148",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,176.00",$186.15,4.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_5d61a8309d7a4309904789009557eb84~mv2.jpg,SOLAR MT,312,STUDIO,33,360,223580,,0,223580,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,67074,22358,22358,111790,223580,,Forma de pago / Payment plan 2,50%,107318,21464,21464,64391,214637,8943,Forma de pago / Payment plan 3,80%,169921,42480,212401,11179,,,,,,,,,,50%,111790,111790,219108,4472,22,,4918756,0,0,4918756,15,339225,0%,0,339225,,SOLAR MT,312,STUDIO,33,360,"$223,580",,,"$223,580",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,386.00",$223.58,4.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_0787bc9dc9504a9a8c9f797afa0fe64a~mv2.jpg,SOLAR MT,313,STUDIO,28,304,186148,,0,186148,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,55844,18615,18615,93074,186148,,Forma de pago / Payment plan 2,50%,89351,17870,17870,53611,178702,7446,Forma de pago / Payment plan 3,80%,141473,35368,176841,9307,,,,,,,,,,50%,93074,93074,182425,3723,22,,4095260,0,0,4095260,15,282432,0%,0,282432,,SOLAR MT,313,STUDIO,28,304,"$186,148",,,"$186,148",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,176.00",$186.15,4.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_a3c775e9bc02454ba9858f1153834213~mv2.jpg,SOLAR MT,314,STUDIO,33,360,223580,,0,223580,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,67074,22358,22358,111790,223580,,Forma de pago / Payment plan 2,50%,107318,21464,21464,64391,214637,8943,Forma de pago / Payment plan 3,80%,169921,42480,212401,11179,,,,,,,,,,50%,111790,111790,219108,4472,22,,4918756,0,0,4918756,15,339225,0%,0,339225,,SOLAR MT,314,STUDIO,33,360,"$223,580",,,"$223,580",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,386.00",$223.58,4.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_2c152a68d21f41d09c1c06b4a7ca7740~mv2.jpg,SOLAR MT,315,STUDIO,34,365,223325,,0,223325,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,66998,22333,22333,111663,223325,,Forma de pago / Payment plan 2,50%,107196,21439,21439,64318,214392,8933,Forma de pago / Payment plan 3,80%,169727,42432,212159,11166,,,,,,,,,,50%,111663,111663,218859,4467,22,,4913154,0,0,4913154,15,338838,0%,0,338838,,SOLAR MT,315,STUDIO,34,365,"$223,325",,,"$223,325",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,428.00",$223.33,3.99%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_57975b681f534439bce7d624f1f50102~mv2.jpg,SOLAR MT,316,1 RECAMARA,57,613,380862,5%,19043,361819,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,108546,36182,36182,180909,361819,,Forma de pago / Payment plan 2,50%,173292,34658,34658,103975,346584,15234,Forma de pago / Payment plan 3,80%,274982,68746,343728,19043,,,,,,,,,,50%,180909,180909,354582,7236,22,,8378957,418948,0,7960010,15,577859,5%,28893,548966,,SOLAR MT,316,1 RECAMARA,57,613,"$380,862",5%,"$19,043","$361,819",,,$90,$130,$150,$200,,,,,,,,"$31,416.00","$9,424.80","$3,000.00","$2,394.00",$361.82,4.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_4ed337d76f424d5f812dd55119e30985~mv2.jpg,SOLAR MT,317,STUDIO,33,360,223580,,0,223580,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,67074,22358,22358,111790,223580,,Forma de pago / Payment plan 2,50%,107318,21464,21464,64391,214637,8943,Forma de pago / Payment plan 3,80%,169921,42480,212401,11179,,,,,,,,,,50%,111790,111790,219108,4472,22,,4918756,0,0,4918756,15,339225,0%,0,339225,,SOLAR MT,317,STUDIO,33,360,"$223,580",,,"$223,580",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,386.00",$223.58,4.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_7c0abe2127224d69bb00014de0262449~mv2.jpg,SOLAR MT,318,STUDIO,33,360,223580,,0,223580,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,67074,22358,22358,111790,223580,,Forma de pago / Payment plan 2,50%,107318,21464,21464,64391,214637,8943,Forma de pago / Payment plan 3,80%,169921,42480,212401,11179,,,,,,,,,,50%,111790,111790,219108,4472,22,,4918756,0,0,4918756,15,339225,0%,0,339225,,SOLAR MT,318,STUDIO,33,360,"$223,580",,,"$223,580",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,386.00",$223.58,4.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_60764c9673f4417cacf5093d3f6d381c~mv2.jpg,SOLAR MT,319,STUDIO,32,345,210955,,0,210955,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,63286,21095,21095,105477,210955,,Forma de pago / Payment plan 2,50%,101258,20252,20252,60755,202517,8438,Forma de pago / Payment plan 3,80%,160326,40081,200407,10548,,,,,,,,,,50%,105477,105477,206736,4219,22,,4641006,0,0,4641006,15,320069,0%,0,320069,,SOLAR MT,319,STUDIO,32,345,"$210,955",,,"$210,955",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,344.00",$210.95,4.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_cd8850135e2448a998c0868a90101ba4~mv2.jpg,SOLAR MT,321,1 RECAMARA,81,873,580151,5%,29008,551143,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,165343,55114,55114,275572,551143,,Forma de pago / Payment plan 2,50%,263969,52794,52794,158381,527937,23206,Forma de pago / Payment plan 3,80%,418869,104717,523586,29008,,,,,,,,,,50%,275572,275572,540121,11023,22,,12763322,638166,0,12125156,15,880229,5%,44011,836218,,SOLAR MT,321,1 RECAMARA,81,873,"$580,151",5%,"$29,008","$551,143",,,$90,$130,$150,$200,,,,,,,,"$31,416.00","$9,424.80","$3,000.00","$3,402.00",$551.14,2.73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_06a89f411d484d97b9d744b5fab5abbe~mv2.jpg,SOLAR MT,323,STUDIO,33,360,238953,,0,238953,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,71686,23895,23895,119477,238953,,Forma de pago / Payment plan 2,50%,114697,22939,22939,68818,229395,9558,Forma de pago / Payment plan 3,80%,181604,45401,227005,11948,,,,,,,,,,50%,119477,119477,234174,4779,22,,5256966,0,0,5256966,15,362549,0%,0,362549,,SOLAR MT,323,STUDIO,33,360,"$238,953",,,"$238,953",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,386.00",$238.95,3.74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_ce60cc383bf14baa9999ee63ed1965a0~mv2.jpg,SOLAR MT,325,STUDIO,38,409,249908,,0,249908,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,74973,24991,24991,124954,249908,,Forma de pago / Payment plan 2,50%,119956,23991,23991,71974,239912,9996,Forma de pago / Payment plan 3,80%,189930,47483,237413,12495,,,,,,,,,,50%,124954,124954,244910,4998,22,,5497985,0,0,5497985,15,379171,0%,0,379171,,SOLAR MT,325,STUDIO,38,409,"$249,908",,,"$249,908",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,596.00",$249.91,3.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_14b48cb65b1e4c29a42c2daf7e4fd2c5~mv2.jpg,SOLAR MT,327,STUDIO,28,304,186148,,0,186148,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,55844,18615,18615,93074,186148,,Forma de pago / Payment plan 2,50%,89351,17870,17870,53611,178702,7446,Forma de pago / Payment plan 3,80%,141473,35368,176841,9307,,,,,,,,,,50%,93074,93074,182425,3723,22,,4095260,0,0,4095260,15,282432,0%,0,282432,,SOLAR MT,327,STUDIO,28,304,"$186,148",,,"$186,148",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,176.00",$186.15,4.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_61295bed4da945d593999dff394548e5~mv2.jpg,SOLAR MT,328,STUDIO,33,360,238953,,0,238953,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,71686,23895,23895,119477,238953,,Forma de pago / Payment plan 2,50%,114697,22939,22939,68818,229395,9558,Forma de pago / Payment plan 3,80%,181604,45401,227005,11948,,,,,,,,,,50%,119477,119477,234174,4779,22,,5256966,0,0,5256966,15,362549,0%,0,362549,,SOLAR MT,328,STUDIO,33,360,"$238,953",,,"$238,953",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,386.00",$238.95,3.74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_44fe99a5d5db4cdbbbed7f652cab6cb7~mv2.jpg,SOLAR MT,329,STUDIO,28,304,186148,,0,186148,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,55844,18615,18615,93074,186148,,Forma de pago / Payment plan 2,50%,89351,17870,17870,53611,178702,7446,Forma de pago / Payment plan 3,80%,141473,35368,176841,9307,,,,,,,,,,50%,93074,93074,182425,3723,22,,4095260,0,0,4095260,15,282432,0%,0,282432,,SOLAR MT,329,STUDIO,28,304,"$186,148",,,"$186,148",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,176.00",$186.15,4.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_5216dea9829c43a09464b04122971187~mv2.jpg,SOLAR MT,331,STUDIO,30,322,196808,,0,196808,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,59042,19681,19681,98404,196808,,Forma de pago / Payment plan 2,50%,94468,18894,18894,56681,188935,7872,Forma de pago / Payment plan 3,80%,149574,37393,186967,9840,,,,,,,,,,50%,98404,98404,192872,3936,22,,4329772,0,0,4329772,15,298605,0%,0,298605,,SOLAR MT,331,STUDIO,30,322,"$196,808",,,"$196,808",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,260.00",$196.81,4.63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_8669d916cffb486e9fd578c6c2f1c41c~mv2.jpg,SOLAR MT,401,STUDIO,33,360,226253,,0,226253,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,67876,22625,22625,113127,226253,,Forma de pago / Payment plan 2,50%,108602,21720,21720,65161,217203,9050,Forma de pago / Payment plan 3,80%,171953,42988,214941,11313,,,,,,,,,,50%,113127,113127,221728,4525,22,,4977575,0,0,4977575,15,343281,0%,0,343281,,SOLAR MT,401,STUDIO,33,360,"$226,253",,,"$226,253",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,386.00",$226.25,3.96%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_36761d0d3368461292e698566e57bdca~mv2.jpg,SOLAR MT,402,STUDIO,33,360,226253,,0,226253,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,67876,22625,22625,113127,226253,,Forma de pago / Payment plan 2,50%,108602,21720,21720,65161,217203,9050,Forma de pago / Payment plan 3,80%,171953,42988,214941,11313,,,,,,,,,,50%,113127,113127,221728,4525,22,,4977575,0,0,4977575,15,343281,0%,0,343281,,SOLAR MT,402,STUDIO,33,360,"$226,253",,,"$226,253",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,386.00",$226.25,3.96%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_26cd546cddf54d5c8d66b17277f3a735~mv2.jpg,SOLAR MT,403,STUDIO,33,350,220296,,0,220296,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,66089,22030,22030,110148,220296,,Forma de pago / Payment plan 2,50%,105742,21148,21148,63445,211484,8812,Forma de pago / Payment plan 3,80%,167425,41856,209281,11015,,,,,,,,,,50%,110148,110148,215890,4406,22,,4846508,0,0,4846508,15,334242,0%,0,334242,,SOLAR MT,403,STUDIO,33,350,"$220,296",,,"$220,296",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,386.00",$220.30,4.07%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_1b3d36feec4f42c997e93b9b973fe263~mv2.jpg,SOLAR MT,404,1 RECAMARA,81,873,587454,5%,29373,558081,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,167424,55808,55808,279040,558081,,Forma de pago / Payment plan 2,50%,267291,53458,53458,160375,534583,23498,Forma de pago / Payment plan 3,80%,424141,106035,530177,29373,,,,,,,,,,50%,279040,279040,546919,11162,22,,12923979,646199,0,12277780,15,891309,5%,44565,846743,,SOLAR MT,404,1 RECAMARA,81,873,"$587,454",5%,"$29,373","$558,081",,,$90,$130,$150,$200,,,,,,,,"$31,416.00","$9,424.80","$3,000.00","$3,402.00",$558.08,2.69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
